ts,mid,top_usd,top_bps,s0.1_usd,s0.1_bps,s1_usd,s1_bps,s5_usd,s5_bps,s10_usd,s10_bps
2025-08-23T14:33:03.286998Z,115043.575,0.01,0.0008692358525888994670063060888,6.444447653,0.5601744950119987144001740210,17.1068962509,1.486992754780090935108718588,32.15047067010,2.794634178405877946682376656,48.39999796226,4.207101349402606794860121480
2025-08-23T14:33:03.349520Z,115043.575,0.01,0.0008692358525888994670063060888,5.530930691,0.4807683254801495867978720237,16.7963958948,1.460002950603716895967462764,31.94044015450,2.776377572976152731693186690,48.16453098083,4.186633715166622734037950403
2025-08-23T14:33:03.397278Z,115043.575,0.01,0.0008692358525888994670063060888,5.571510521,0.4842956697929458468236926747,16.7522491470,1.456165557007420883782514582,31.89665995926,2.772572041442557743880959888,48.10024563019,4.181045802009369058637129453
2025-08-23T14:33:03.502116Z,115043.575,0.01,0.0008692358525888994670063060888,6.397437461,0.5560882005796499282989076096,17.0158931687,1.479082440605657465008367482,31.98287806970,2.780066428716249473297400572,48.16542008292,4.186710999107946706280641922
2025-08-23T14:33:03.577307Z,115043.575,0.01,0.0008692358525888994670063060888,6.397437461,0.5560882005796499282989076096,17.0124158687,1.478780181222636726996705379,31.97889906970,2.779720559770504350199478763,48.15935297292,4.186183624154586642496115059
2025-08-23T14:33:03.581345Z,115043.575,0.01,0.0008692358525888994670063060888,6.397437461,0.5560882005796499282989076096,17.0124158687,1.478780181222636726996705379,31.97889906970,2.779720559770504350199478763,48.15935297292,4.186183624154586642496115059
2025-08-23T14:33:03.680671Z,115043.575,0.01,0.0008692358525888994670063060888,5.661367503,0.4921063608289293861043521987,16.7577579073,1.456644398203028721942968132,31.89543738986,2.772465771327081933954156067,48.10795097634,4.181715578322387843041212862
2025-08-23T14:33:03.749769Z,115043.575,0.01,0.0008692358525888994670063060888,5.661367503,0.4921063608289293861043521987,17.5863141073,1.528665473695510592399445167,32.52274222986,2.826993357070136250546803679,48.98324171634,4.257798987587094716067368386
2025-08-23T14:33:03.800002Z,115043.575,0.01,0.0008692358525888994670063060888,5.500830103,0.4781518744527888671748943824,17.5584257694,1.526241319378331210586944990,32.53465729444,2.828029057202021060280854450,49.02612959700,4.261526955938217323305538793
2025-08-23T14:33:03.816792Z,115043.575,0.01,0.0008692358525888994670063060888,5.500830103,0.4781518744527888671748943824,17.5584257694,1.526241319378331210586944990,32.53465729444,2.828029057202021060280854450,49.02612959700,4.261526955938217323305538793
2025-08-23T14:33:03.909809Z,115043.575,0.01,0.0008692358525888994670063060888,5.348582085,0.4649179308796688559095977329,14.6041615182,1.269446078861857344054198594,31.17727647252,2.710040649599075828441527482,47.87360203071,4.161345127766587573447713182
2025-08-23T14:33:03.967391Z,115043.575,0.01,0.0008692358525888994670063060888,4.968441285,0.4318747296404862244588626527,14.5718033413,1.266633390113267950861228017,31.15521154826,2.708122687273930769275902631,47.81698883707,4.156424106002442987363701102
2025-08-23T14:33:04.030010Z,115043.575,0.01,0.0008692358525888994670063060888,4.951718900,0.4304211599822067420975052279,14.6088059994,1.269849793819428855544518675,31.18054625700,2.710324870989101303571277231,47.84908870561,4.159214341662278836519118951
2025-08-23T14:33:04.089744Z,115043.575,0.01,0.0008692358525888994670063060888,6.943182715,0.6035263346953534780190897232,15.1544965637,1.317283174110331672151182715,31.43572719982,2.732506113428759493956963698,48.07352908263,4.178723503909714210463296190
2025-08-23T14:33:04.146453Z,115043.575,0.01,0.0008692358525888994670063060888,5.972993599,0.5191940183534804094883177961,14.8657346045,1.292182949330286371924725044,31.32513292140,2.722892862239373211411415196,48.00244086604,4.172544261254050910709268206
2025-08-23T14:33:04.209581Z,115043.575,0.01,0.0008692358525888994670063060888,5.231087795,0.4547049059454211154338692969,14.6500650801,1.273436181038358726247858692,31.18844125154,2.711011132220117464186939601,47.85385219942,4.159628401622602566027698635
2025-08-23T14:33:04.230225Z,115043.575,0.01,0.0008692358525888994670063060888,5.231087795,0.4547049059454211154338692969,14.6500650801,1.273436181038358726247858692,31.18606077154,2.710804212363880381846617684,47.84858434942,4.159170501213996522621971718
2025-08-23T14:33:04.309233Z,115043.575,0.01,0.0008692358525888994670063060888,5.231087795,0.4547049059454211154338692969,14.6500650801,1.273436181038358726247858692,31.18606077154,2.710804212363880381846617684,47.84858434942,4.159170501213996522621971718
2025-08-23T14:33:04.362726Z,115043.575,0.01,0.0008692358525888994670063060888,6.110126539,0.5311141051553726490158185714,14.8927697801,1.294532943721542033094851234,31.27390116818,2.718439614570392131850909536,47.90198476329,4.163812256641885476872567634
2025-08-23T14:33:04.397933Z,115043.575,0.01,0.0008692358525888994670063060888,5.339126539,0.4640960209207685001096323719,14.5816607006,1.267490227124809012585013983,31.1566274399,2.708245761651617658787116099,47.84383841568,4.158757967637914590188978394
2025-08-23T14:33:04.478728Z,115043.575,0.01,0.0008692358525888994670063060888,5.339126539,0.4640960209207685001096323719,14.5967463006,1.268801521562590522764961016,31.1643812999,2.708919754962413155189240251,47.84880870568,4.159190003064490998302165071
2025-08-23T14:33:04.520268Z,115043.575,0.01,0.0008692358525888994670063060888,5.339126539,0.4640960209207685001096323719,14.6627787812,1.274541301519880619148005441,31.23468241218,2.715030579689478530200404499,47.95539337686,4.168454724817096478443059510
2025-08-23T14:33:04.604360Z,115043.575,0.01,0.0008692358525888994670063060888,5.106449145,0.4438708676255931719785307437,14.6216564098,1.270966797563444981608055904,31.22415571074,2.714115561059363810625669447,47.94903637274,4.167902151227480543785257021
2025-08-23T14:33:04.624198Z,115043.575,0.01,0.0008692358525888994670063060888,5.002767411,0.4348584795804546233894417833,14.6112877204,1.270065513906361133161934510,31.22322545350,2.714034699764849970978387972,47.94857109742,4.167861707828533666482461102
2025-08-23T14:33:04.719706Z,115043.575,0.01,0.0008692358525888994670063060888,5.414879203,0.4706807140685605432550231510,15.9901110832,1.389917784039656278066810771,32.74514651878,2.846325535240016663251294129,49.78598553626,4.327576358458957834020717802
2025-08-23T14:33:04.779134Z,115043.575,0.01,0.0008692358525888994670063060888,0.425969632,0.03702680762484997532456723463,14.9827343226,1.302352984301817811207622851,32.10454321072,2.790641998974736311871393079,49.36291431207,4.290801490832495426189598159
2025-08-23T14:33:04.826468Z,115043.575,0.01,0.0008692358525888994670063060888,0.425969632,0.03702680762484997532456723463,15.0581820468,1.308911170988905725504444729,32.58064563356,2.832026528518433124144481776,49.70237453077,4.320308590094666303615825569
