ts,mid,position,exposure,realized,unrealized,total,mode
2025-08-23T14:32:32.049923+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:32.356730+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:32.654731+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:32.969066+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:33.265997+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:33.570908+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:33.870382+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:34.171063+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:34.566709+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:34.866646+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:35.169700+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:35.477514+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:35.790330+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:36.118030+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:36.411587+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:36.699095+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:36.993565+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:37.282088+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:37.595255+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:37.899902+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:38.185806+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:38.489778+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:38.791762+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:39.084718+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:39.389004+00:00,115032.965,0,0.000,0,0,0,normal
2025-08-23T14:32:39.682517+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:39.982472+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:40.280031+00:00,115038.245,0,0.000,0,0,0,normal
2025-08-23T14:32:40.577653+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:40.877048+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:41.192491+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:41.471343+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:41.759128+00:00,115038.29,0,0.00,0,0,0,normal
2025-08-23T14:32:42.048566+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:42.336223+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:42.646552+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:42.949625+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:43.244464+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:43.540886+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:43.836224+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:44.131890+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:44.428789+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:44.721648+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:45.021189+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:45.320693+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:45.618679+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:45.915749+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:46.209865+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:46.503250+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:46.791662+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:47.078388+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:47.373617+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:47.673061+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:47.973037+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:48.254391+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:48.531389+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:48.810022+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:49.119455+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:49.422560+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:49.722823+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:50.008464+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:50.286609+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:50.598227+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:50.890623+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:51.190995+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:51.490458+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:51.798462+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:52.102193+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:52.404166+00:00,115039.815,0,0.000,0,0,0,normal
2025-08-23T14:32:52.709536+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:53.010613+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:53.314605+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:53.625329+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:53.936463+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:54.242832+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:54.549211+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:54.849274+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:55.148875+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:55.453122+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:55.762375+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:56.055753+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:56.331794+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:56.640209+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:56.943313+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:57.247008+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:57.547459+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:57.857262+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:58.169699+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:58.475292+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:58.767897+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:59.067774+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:59.367122+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:59.673359+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:32:59.980837+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:00.280669+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:00.589037+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:00.898321+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:01.200501+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:01.513329+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:01.814773+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:02.128059+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:02.439690+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:02.754707+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:03.050970+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:03.359441+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:03.659803+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:03.973482+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:04.277700+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:04.590141+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:04.897895+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:05.206435+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:05.512376+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:05.815465+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:06.115606+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:06.413431+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:06.714029+00:00,115043.575,0,0.000,0,0,0,normal
2025-08-23T14:33:07.024706+00:00,115041.805,0,0.000,0,0,0,normal
2025-08-23T14:33:07.327378+00:00,115042.675,0,0.000,0,0,0,normal
2025-08-23T14:33:07.623041+00:00,115042.675,0,0.000,0,0,0,normal
2025-08-23T14:33:07.920206+00:00,115041.805,0,0.000,0,0,0,normal
2025-08-23T14:33:08.213740+00:00,115041.805,0,0.000,0,0,0,normal
2025-08-23T14:33:08.525921+00:00,115041.805,0,0.000,0,0,0,normal
2025-08-23T14:33:08.830890+00:00,115041.805,0,0.000,0,0,0,normal
